,,,,,,,,,,,,,,,,,
  المؤشر العقاري للأحياء بمدينة الرياض  في عام 2018 و2019 و2020 و 2021,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
المدينة,الرياض,,,,,,,,,,,,,,,,
حالة العملية(معتمدة/ملغية/..),معتمدة,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,2018,,,2019,,,2020,,,2021,,,,,,,
الأحياء,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,,,,,
يناير,136247772,102851.2043,44,37674946,44244.83,66,59405351,28611.99000000001,73,86590286,66351.28,48,,,,,
فبراير,35796266,28172.37,43,48020168,33716.58000000001,70,61149843,30615.460000000003,48,58933988,33138.523,50,,,,,
مارس,36491008,22543.526,48,38064068,23419.92,49,39270074,21414.52,53,51751593,37589.45999999999,59,,,,,
ابريل,41645690,30553.245,46,38071443,35875.556,57,21257000,7783.680000000001,22,24000520,15383.37,28,,,,,
مايو,20506989,15715.400000000001,34,41888815,29632.329999999994,51,21500195,7250.43,24,,,,,,,,
يونيو,4468986,4213.65,7,15064402,12462.065,23,56693100,48352.96,66,,,,,,,,
يوليو,17154282,12271.17,24,51961994,40231.651,67,15989866,10504.52,26,,,,,,,,
اوغسطس,6070000,4340.42,10,32819051,18072.755,54,9201537,6821.7699999999995,14,,,,,,,,
سبتمبر,20179086,12914.89,29,51261685,30628.07,75,51538251,52492.61,39,,,,,,,,
اكتوبر,53940791,56709.45,35,38205858,25500.0485,60,40911094,25278.04,43,,,,,,,,
نوفمبر,22386183,18490.754999999997,38,94392892,71634.07,93,57876052,43945.88,61,,,,,,,,
ديسمبر,65320548,59797.619999999995,46,47678644,31768.42,60,42559805,33147.635,58,,,,,,,,
حي/العقيق,324330862,102112.65300000002,156,731520852,166153.2475,218,579550431,123505.13,211,189364234,45629.43,85,,,,,
يناير,12291250,4397.82,9,242244375,35856.6275,23,39272376,10354.39,12,38087926,11536.12,37,,,,,
فبراير,23290730,7591.5,15,69833806,11346.42,17,34137500,8520.4,13,34888693,10740,13,,,,,
مارس,47451000,10485.495,19,43072903,10089.42,13,15683490,4386.39,13,40160000,10246.009999999998,24,,,,,
ابريل,23993667,5967.91,13,35845097,10305.35,20,7711600,1890.63,3,76227615,13107.3,11,,,,,
مايو,55754189,24020.13,19,48202286,9266.509999999998,12,2425000,839.52,3,,,,,,,,
يونيو,4668225,3087,5,12901147,5606.875,9,72231200,18950.00000000001,60,,,,,,,,
يوليو,30880876,4718.719999999999,11,49249853,13820.405000000002,27,11968000,4065.68,10,,,,,,,,
اوغسطس,6978991,2022.35,6,21367817,6341.07,11,22726850,6662.92,11,,,,,,,,
سبتمبر,25101652,5625,11,53952959,17303.58,23,38922129,9050.86,17,,,,,,,,
اكتوبر,24858250,9041.119999999999,13,87038335,25492.114999999998,26,42812161,13055.350000000002,23,,,,,,,,
نوفمبر,46457470,16166.858,19,22298206,7092.764999999999,15,50414850,12466.9,29,,,,,,,,
ديسمبر,22604562,8988.75,16,45514068,13632.11,22,241245275,33262.09,17,,,,,,,,
حي/العلا,131000,2400,6,2242750,23657.33,30,1184500,8956.5,13,4730000,24796.8,15,,,,,
يناير,,,,59000,750,2,40000,375,1,365000,1575,3,,,,,
فبراير,,,,,,,46000,375,1,1350000,8175,2,,,,,
مارس,,,,,,,,,,2270000,12991.8,7,,,,,
ابريل,19000,375,1,800000,8067.33,1,,,,745000,2055,3,,,,,
مايو,,,,60000,750,2,86000,750,2,,,,,,,,
يونيو,,,,196000,2520,6,44000,375,1,,,,,,,,
يوليو,,,,111000,1305,3,49000,375,1,,,,,,,,
اوغسطس,15000,375,1,360000,4405,2,,,,,,,,,,,
سبتمبر,,,,87000,780,2,,,,,,,,,,,
اكتوبر,72000,1200,3,133000,1140,3,522500,4291.5,2,,,,,,,,
نوفمبر,25000,450,1,232750,1915,5,160000,1275,2,,,,,,,,
ديسمبر,,,,204000,2025,4,237000,1140,3,,,,,,,,
حي/العليا,534104160,80527.5886,111,557561031,114690.99420000002,142,520705959,104063.0516,131,277587428,59537.46,78,,,,,
يناير,106902670,5605.1836,12,31160000,13720.178100000001,12,19132500,4148,6,41580416,12978.009999999998,22,,,,,
فبراير,47829550,7768.75,11,16991692,7322.8,11,22525300,8537.97,11,105996625,11102.04,17,,,,,
مارس,71120000,8084.9400000000005,8,13228000,5400.610000000001,12,10958310,3948.5699999999997,4,95274547,24270.410000000003,27,,,,,
ابريل,121360707,10105.66,10,213244191,30697.02,15,11648000,2310,3,34735840,11187,12,,,,,
مايو,8395608,3321.62,6,21125257,5975.07,13,32469400,5208.75,4,,,,,,,,
يونيو,9650000,2916.71,5,39473400,6197.65,9,299067610,37626.140400000004,31,,,,,,,,
يوليو,23988167,5495.35,3,9716000,2463.5,6,14495508,4529.62,9,,,,,,,,
اوغسطس,11890600,2133.75,4,9544000,4010.2,8,7042101,2237.9700000000003,6,,,,,,,,
سبتمبر,40314536,15109.134999999998,16,51377843,8362.6661,14,9257000,2716,5,,,,,,,,
اكتوبر,28970000,7067.860000000001,13,36604800,8107.55,11,35261867,12158.6312,22,,,,,,,,
نوفمبر,16060198,4401,10,34995000,8647.75,14,29426313,10395.25,13,,,,,,,,
ديسمبر,47622124,8517.630000000001,13,80100848,13786,17,29422050,10246.15,17,,,,,,,,
حي/العماجية,,,,12000000,101133.35,1,,,,,,,,,,,
مارس,,,,12000000,101133.35,1,,,,,,,,,,,
حي/العمره الجديده,,,,,,,506400,1266,1,,,,,,,,
ديسمبر,,,,,,,506400,1266,1,,,,,,,,
حي/العمل,10835881,4829.429999999999,22,46209573,5611.16,34,9190000,5818.33,17,3280000,1103.2849999999999,6,,,,,
يناير,330000,288.53,3,2216000,498.2,2,,,,420000,84.64,1,,,,,
فبراير,3772811,1553.08,3,,,,2500000,227.39,1,460000,108.95,2,,,,,
مارس,1310000,418.64000000000004,3,20090000,2095.6900000000005,14,,,,700000,417.5,1,,,,,
ابريل,2355070,957.9,3,10528573,838.99,4,,,,1700000,492.19499999999994,2,,,,,
مايو,540000,543,2,3000000,735.72,3,,,,,,,,,,,
يونيو,,,,1100000,160.64,1,400000,1404.83,4,,,,,,,,
يوليو,1750000,563.91,2,8215000,787.19,6,500000,286.8,1,,,,,,,,
اوغسطس,80000,33,2,,,,925000,2335.99,5,,,,,,,,
سبتمبر,80000,33.370000000000005,2,,,,2000000,590.74,1,,,,,,,,
اكتوبر,330000,198,1,100000,16.52,1,1365000,270.83000000000004,3,,,,,,,,
نوفمبر,288000,240,1,600000,255,1,1500000,701.75,2,,,,,,,,
ديسمبر,,,,360000,223.20999999999998,2,,,,,,,,,,,
حي/العوالي,246886974,116165.26999999999,299,182111564,96034.655,239,115015821,52265.85,119,40982384,20157.35,37,,,,,
يناير,22264200,8430,23,23304082,14260.525,31,17042500,6452.125,14,7242028,2960.67,6,,,,,
فبراير,18797500,7421.75,20,22832752,13649.5,32,8450625,4037.5,8,12838356,7016.68,11,,,,,
مارس,31877800,16616.35,41,18279430,8190.05,22,11514636,4506.25,11,12672000,6672,12,,,,,
ابريل,31415059,13060.5,33,12023000,6786,17,9064062,2564,8,8230000,3508,8,,,,,
مايو,33132793,14950.070000000002,37,10960400,6365.9,14,17062000,6094.07,17,,,,,,,,
يونيو,9083000,4881.2,13,5588000,2781.13,8,16647000,8895.4,19,,,,,,,,
يوليو,14011625,5766.5,15,12445897,6228.96,16,5277074,2142.3,5,,,,,,,,
اوغسطس,8593000,3927.5,10,16605844,8124.75,20,2514130,855.04,3,,,,,,,,
سبتمبر,9154000,4325,12,12756451,7122.32,20,7918680,5216.5,8,,,,,,,,
اكتوبر,19622570,11150.97,28,20022723,8944.29,23,4329000,3045.865,8,,,,,,,,
نوفمبر,30413421,15863.029999999999,41,23558465,11360.654999999999,30,5225814,2290,6,,,,,,,,
ديسمبر,18522006,9772.400000000001,26,3734520,2220.575,6,9970300,6166.8,12,,,,,,,,
حي/العود,7332066,4923.487999999999,39,13371447,8120.910000000001,56,20572011,10222.37,44,6857832,3414.4900000000007,18,,,,,
يناير,100000,107.98,1,579000,516.8,3,400000,343.6,3,4074000,1773.3200000000002,6,,,,,
فبراير,165000,163.2,2,713000,548.02,5,992000,804.41,6,1523832,977.1400000000001,6,,,,,
مارس,90000,110.28,1,2062000,1616.3999999999999,12,8500000,1679.11,3,760000,504.03000000000003,5,,,,,
ابريل,3328466,1418.7,9,2041196,756.5600000000001,7,600000,154.85,1,500000,160,1,,,,,
مايو,850000,406.39000000000004,3,1900380,695.23,5,,,,,,,,,,,
يونيو,52000,51.69,1,,,,3913000,3940.97,12,,,,,,,,
يوليو,245000,401.23,3,676700,1033.55,5,65000,75.02,1,,,,,,,,
اوغسطس,255000,359.2,3,800000,289.9,1,382500,250.31,3,,,,,,,,
سبتمبر,278300,281.72,2,815000,748.4000000000001,5,320000,227.95,2,,,,,,,,
اكتوبر,623300,874.058,7,1539171,762.28,5,460000,575.95,4,,,,,,,,
نوفمبر,400000,466.17,4,1400000,515.6,4,2465000,1519.95,7,,,,,,,,
ديسمبر,945000,282.87,3,845000,638.1700000000001,4,2474511,650.25,2,,,,,,,,
حي/الغدير,167752095,31102.2288,27,607635109,96615.98999999999,51,381981982,46529.93,43,106912000,20540.109999999997,33,,,,,
يناير,14058279,2025,3,53736025,4775,2,13300000,3648,4,25065000,5428.25,16,,,,,
فبراير,4200000,960,1,6550000,1400.37,3,5900000,1275,2,10058000,2166.16,6,,,,,
مارس,15940000,3960.2200000000003,3,17313066,5826.639999999999,8,,,,67125000,11605.699999999999,8,,,,,
ابريل,9076233,2687.5,3,8518697,3175,4,5723530,1080,1,4664000,1340,3,,,,,
مايو,10199494,3223.0688,4,3908000,1250,3,,,,,,,,,,,
يونيو,1238332,780,1,18513473,5372.5,3,274804447,24470.4,9,,,,,,,,
يوليو,,,,10029210,3175.04,4,3435000,1325,2,,,,,,,,
اوغسطس,,,,3800000,1020,3,,,,,,,,,,,
سبتمبر,,,,369327733,46624.22,7,27265853,3379.11,2,,,,,,,,
اكتوبر,4253333,2125.94,2,59012876,14093.11,8,17958000,3327.67,3,,,,,,,,
نوفمبر,43778500,3013,5,51676029,9004.11,5,13944652,3272.4300000000003,5,,,,,,,,
ديسمبر,65007924,12327.5,5,5250000,900,1,19650500,4752.320000000001,15,,,,,,,,
حي/الغروب,75245696,85155.88999999998,104,74608297,71345.27999999998,91,38773318,31716.48,38,15135215,10449.55,12,,,,,
يناير,4560000,3032.2,6,9521281,11491.44,14,,,,2433333,1530.25,2,,,,,
فبراير,6383868,6220.38,10,7924776,10542.59,11,3355175,2000,3,3625950,2784.34,4,,,,,
مارس,15583875,24339.88,10,5399816,4688.45,9,3380032,3049.95,7,2557292,1828.96,3,,,,,
ابريل,5726263,5557.780000000001,10,9529418,8205.720000000001,11,4509221,2300.16,1,6518640,4306,3,,,,,
مايو,9223737,10253.8,16,1893000,1487.1,3,2128022,1550.75,3,,,,,,,,
يونيو,1469210,1987.13,2,3528905,3155.5699999999997,3,6240000,6205.6900000000005,5,,,,,,,,
يوليو,5738652,4462.639999999999,9,10131659,7637.35,8,6322112,2900.16,2,,,,,,,,
اوغسطس,1157680,800.28,2,7073287,8643.76,10,,,,,,,,,,,
سبتمبر,1926785,2889.11,6,4793000,3050,5,2102925,2011.7,4,,,,,,,,
اكتوبر,3779700,4247.38,8,2334660,1556.94,3,4435831,4951.21,7,,,,,,,,
نوفمبر,3903724,3769.3599999999997,5,3283288,2181.38,4,1500000,1600,2,,,,,,,,
ديسمبر,15792202,17595.95,20,9195207,8704.98,10,4800000,5146.860000000001,4,,,,,,,,
حي/الغنامية,30145734,73663.47999999998,66,46939623,92168.97780000001,117,29274901,105124.56599999999,119,31134913,142614.976,67,,,,,
يناير,530000,1536.6799999999998,5,201000,1200,4,1403000,3529.6,9,2543788,9416.086,17,,,,,
فبراير,320000,545,2,4158842,9491.439999999999,17,941000,2626,6,1389000,6383.09,19,,,,,
مارس,928000,2805.37,5,978236,1028.08,4,3042810,10255.85,7,23236500,116898.54,17,,,,,
ابريل,1698341,2159.7200000000003,9,2249500,5630.4400000000005,11,745550,580,2,3965625,9917.26,14,,,,,
مايو,1666000,1200,4,1122000,2313.81,7,,,,,,,,,,,
يونيو,619166,1889,5,380000,480,3,1907000,25885,10,,,,,,,,
يوليو,5686500,18101.85,10,6943025,8578.207800000002,20,1605000,4000,5,,,,,,,,
اوغسطس,145000,317.44,2,1600000,2746,7,1625000,8075.156,9,,,,,,,,
سبتمبر,459783,1304.06,3,1643500,6046.38,16,5548667,14944.869999999999,25,,,,,,,,
اكتوبر,1260000,3150.7200000000003,6,13370800,24138,6,1800649,4594.25,13,,,,,,,,
نوفمبر,15688494,37688.24,8,12940295,24739.019999999997,8,7339000,10344.39,19,,,,,,,,
ديسمبر,1144450,2965.4,7,1352425,5777.600000000001,14,3317225,20289.45,14,,,,,,,,
حي/الفاخرية,2185550,2810.51,7,29162625,23176.1,16,9625438,8618.4,13,7220135,8087.8099999999995,6,,,,,
يناير,,,,750000,552.23,2,290000,280,1,,,,,,,,
فبراير,,,,2280475,1525.4499999999998,3,1587600,1000,1,,,,,,,,
مارس,,,,700000,450,1,1290737,540,2,6300135,7296.8099999999995,4,,,,,
ابريل,747800,610.27,2,12963150,11113.58,4,,,,920000,791,2,,,,,
مايو,,,,9394000,7674.8,2,,,,,,,,,,,
يونيو,,,,,,,590000,862,3,,,,,,,,
اوغسطس,852750,147.42,1,400000,221.2,1,,,,,,,,,,,
سبتمبر,,,,525000,147.42,1,982577,451.90999999999997,2,,,,,,,,
اكتوبر,,,,,,,385000,310.19,1,,,,,,,,
نوفمبر,295000,1276.41,2,550000,147.42,1,690000,520,2,,,,,,,,
ديسمبر,290000,776.4100000000001,2,1600000,1344,1,3809524,4654.3,1,,,,,,,,
حي/الفاروق,6115000,6143.2767,9,9492800,6123.8,12,6108200,6188.6900000000005,9,13275845,7792.84,11,,,,,
يناير,1000000,1874,1,400000,500,1,,,,350000,900,1,,,,,
فبراير,75000,131.61,1,883000,912.29,1,250000,500,1,4805345,3042.34,4,,,,,
مارس,910000,568,1,1499800,868,1,,,,2600000,936,1,,,,,
ابريل,,,,,,,,,,5520500,2914.5,5,,,,,
مايو,450000,362.5,1,,,,,,,,,,,,,,
يونيو,,,,,,,300000,500,1,,,,,,,,
يوليو,,,,1350000,2472.5,5,800000,249,1,,,,,,,,
اوغسطس,,,,2300000,500,1,,,,,,,,,,,
سبتمبر,2750000,1578,2,,,,850000,892.5,1,,,,,,,,
نوفمبر,,,,,,,2608200,1590.4,2,,,,,,,,
ديسمبر,930000,1629.1667,3,3060000,871.01,3,1300000,2456.79,3,,,,,,,,
حي/الفلاح,134855326,47257.2992,82,145975350,45977.59,72,327885833,81993.53,98,65017355,19537.440000000002,27,,,,,
يناير,39366358,8085.120000000001,12,18347337,5510,10,10023685,2700.2400000000002,8,20972000,5434,5,,,,,
فبراير,13469881,6772.5599999999995,8,11753875,2600,5,13211722,3729.73,6,24468057,7067.740000000001,12,,,,,
مارس,16454418,6625.28,11,11968475,3073.35,5,61251500,13030.31,5,8540000,3350,5,,,,,
ابريل,12708691,3758.65,9,9402749,3490,4,,,,11037298,3685.7,5,,,,,
مايو,7535449,3259.46,9,16759445,5573.47,7,7216280,2319.16,5,,,,,,,,
يونيو,8308124,2773.9,4,3676885,1279,3,94116876,24061.1,28,,,,,,,,
يوليو,8578559,2417.29,4,4303000,2179.8,3,5271457,2235,4,,,,,,,,
اوغسطس,200000,1010,2,7319000,2983.8199999999997,7,20192682,5475.5,8,,,,,,,,
سبتمبر,875028,1880.6592,4,23917825,7665.47,11,13228427,4483.43,8,,,,,,,,
اكتوبر,8734642,2162.5,4,11704259,4129.66,9,11994500,4016.5,5,,,,,,,,
نوفمبر,6348420,3083.42,6,14487500,4578,3,18601400,4739,9,,,,,,,,
ديسمبر,12275756,5428.46,9,12335000,2915.02,5,72777304,15203.56,12,,,,,,,,
حي/الفواز,860318,962.5,2,4952789,6237.5,9,1430000,1540,3,375000,625,1,,,,,
فبراير,,,,90000,625,1,500000,625,1,,,,,,,,
مارس,,,,200000,675,1,,,,,,,,,,,
ابريل,,,,,,,,,,375000,625,1,,,,,
يوليو,103000,312.5,1,,,,,,,,,,,,,,
اوغسطس,,,,1170000,1500,1,430000,325,1,,,,,,,,
سبتمبر,,,,,,,500000,590,1,,,,,,,,
اكتوبر,,,,1925289,1462.5,3,,,,,,,,,,,
نوفمبر,757318,650,1,1567500,1975,3,,,,,,,,,,,
حي/الفوطة,52930000,8675.4,6,71770000,5323.960000000001,8,5680000,2824.1200000000003,6,990000,258.69,2,,,,,
يناير,600000,494.42,3,1550000,284.08000000000004,2,3500000,1798.72,2,,,,,,,,
مارس,,,,,,,200000,90,1,640000,146.69,1,,,,,
ابريل,8000000,1114.31,1,3000000,900,2,,,,350000,112,1,,,,,
مايو,230000,33.3,1,,,,,,,,,,,,,,
يونيو,,,,,,,1600000,753,1,,,,,,,,
اوغسطس,,,,66200000,3534.4,2,,,,,,,,,,,
سبتمبر,,,,720000,579.44,1,200000,90,1,,,,,,,,
اكتوبر,,,,300000,26.04,1,180000,92.4,1,,,,,,,,
نوفمبر,44100000,7033.37,1,,,,,,,,,,,,,,
حي/الفيحاء,71169843,40817.072,92,88543243,59291.700000000004,102,121472292,38645.1,78,23243850,12353.9,23,,,,,
يناير,8410612,7015.850000000001,16,4062361,2614.1,6,13553376,8052.7,13,3652401,1636,4,,,,,
فبراير,6248181,3232.8900000000003,9,6928227,16284.5,7,1780000,1252.78,4,514591,178,1,,,,,
مارس,9884324,4020.5,10,4345529,2994.61,7,5517700,2371.88,6,16726858,9285.9,15,,,,,
ابريل,8269541,4392.52,9,13602372,10294.66,14,,,,2350000,1254,3,,,,,
مايو,4980677,2235.43,7,5950890,1755.5,4,800000,646.38,1,,,,,,,,
يونيو,802456,325,1,3663200,975,4,8456829,4702.8,10,,,,,,,,
يوليو,4156250,2175.86,5,6500154,2954.78,7,6919349,2295.39,7,,,,,,,,
اوغسطس,6785750,3354.072,8,3020000,1786.5,4,960000,727.88,3,,,,,,,,
سبتمبر,2855565,1407.25,4,6725068,3292.42,9,54502978,4306.98,10,,,,,,,,
اكتوبر,4610401,1805.8400000000001,4,11734942,4339.42,11,12317400,5808.7,9,,,,,,,,
نوفمبر,2597093,2046.06,5,9995000,4349.7,10,13971386,6724.85,12,,,,,,,,
ديسمبر,11568993,8805.8,14,12015500,7650.509999999999,19,2693274,1754.76,3,,,,,,,,
حي/الفيصلية,64665143,47929.54,53,139466384,60896.490000000005,39,43535782,30374.68,25,13915536,13342.17,16,,,,,
يناير,300000,580,2,6051088,3267.84,5,,,,2000000,420,1,,,,,
فبراير,5998938,4396.14,6,,,,22208782,11750,1,3965536,2500,6,,,,,
مارس,23690000,7484.38,4,17958657,13490.600000000002,7,30000,300,1,4350000,3681.05,6,,,,,
ابريل,3022522,4743.55,7,300000,1174.1,4,,,,3600000,6741.12,3,,,,,
مايو,8741370,6419.17,8,610000,571.8,2,,,,,,,,,,,
يونيو,1875000,1760,2,61314133,25368.46,3,13488000,12112.630000000001,10,,,,,,,,
يوليو,2650000,2750.25,2,,,,250000,280,1,,,,,,,,
اوغسطس,,,,640000,1095,3,410000,445.14,2,,,,,,,,
سبتمبر,4790313,4967.6900000000005,5,1137500,875,1,225000,300,1,,,,,,,,
اكتوبر,1450000,4295,5,5382774,3827.25,5,260000,739.74,3,,,,,,,,
نوفمبر,2600000,2420,3,45492236,10326.44,6,1045000,802.17,1,,,,,,,,
ديسمبر,9547000,8113.360000000001,9,579996,900,3,5619000,3645,5,,,,,,,,
حي/القادسية,1012460221,2592770.4113999996,896,1372679303,1003394.0939999999,1386,1070693781,2494417.883,796,691355426,2388638.0349999997,236,,,,,
يناير,70012126,47437.95000000001,59,115767527,99594.72500000002,151,190018021,103023.18400000004,120,105037756,58017.770000000004,74,,,,,
فبراير,86082931,70830.31999999998,94,121574439,96048.257,122,221837823,1974112.337,108,130006710,80109.48,74,,,,,
مارس,81695912,49548.35020000001,87,120016878,92732.02,122,93504873,94489.236,76,87592789,51941.885,54,,,,,
ابريل,98585161,74032.70300000001,108,189152479,143559.40399999998,147,27752237,9100.49,24,368718171,2198568.9,34,,,,,
مايو,50634739,39880.89,77,74533140,62028.84,92,31910500,10326.075,25,,,,,,,,
يونيو,138768562,1925549.69,21,56279981,40281.94,57,107081094,62548.881,95,,,,,,,,
يوليو,34687066,21982.26,35,142297151,110102.31999999999,137,40617114,27195.750000000004,41,,,,,,,,
اوغسطس,23544038,21307.891,24,77504143,53791.215000000004,83,36591381,24993.27,38,,,,,,,,
سبتمبر,67657571,51829.635,46,107879706,77987.55,118,41602883,25677.88,35,,,,,,,,
اكتوبر,111432554,98285.47000000002,94,139112783,87820.96999999999,127,89225541,50729.03,73,,,,,,,,
نوفمبر,90516377,62982.05,87,128596797,78582.622,117,60231768,40331.08000000001,65,,,,,,,,
ديسمبر,158843184,129103.2022,164,99964279,60864.23099999999,113,130320546,71890.67,96,,,,,,,,
حي/القدس,337798197,135191.2986,210,315431578,127080.50550000001,247,360063153,132210.93,248,153204464,49575.75,103,,,,,
يناير,10817083,5251.323899999999,11,33054325,13422.77,25,13439500,4906.25,9,43848730,15123.64,22,,,,,
فبراير,31707382,16626.0325,21,28116450,11632.6545,26,47241210,20130.8,19,57529385,17566,45,,,,,
مارس,6686500,2599.5,4,61536226,23433.64,43,39830769,13609.8,20,31917600,10681.87,26,,,,,
ابريل,12119500,4345,10,21034038,8909.98,21,9022611,3460,6,19908749,6204.240000000001,10,,,,,
مايو,29083250,12068.86,19,22328131,7410.34,15,2970000,1275,2,,,,,,,,
يونيو,3530000,1099.68,5,18894500,7177.08,16,72221561,22772.33,53,,,,,,,,
يوليو,73385660,16928.42,24,27304500,10086.73,17,40787438,15045.539999999999,33,,,,,,,,
اوغسطس,6933732,3649.9,6,17657000,9235,16,27130950,9264.329999999998,11,,,,,,,,
سبتمبر,19511250,13629.4275,17,16339789,8228.71,17,22048717,8791.630000000001,17,,,,,,,,
اكتوبر,49785429,15933.6,26,32827684,12922.94,22,13187466,4997.02,9,,,,,,,,
نوفمبر,44118369,21717.684699999998,41,24185230,9507.661,18,37797500,13483.39,36,,,,,,,,
ديسمبر,50120042,21341.87,26,12153705,5113,11,34385431,14474.839999999998,33,,,,,,,,
حي/القرى,899000,315.99,2,448000,201,2,303000,279.44,3,,,,,,,,
فبراير,800000,228.65,1,,,,125000,99,1,,,,,,,,
مايو,,,,200000,100.5,1,,,,,,,,,,,
يونيو,,,,248000,100.5,1,,,,,,,,,,,
اكتوبر,,,,,,,100000,115.44,1,,,,,,,,
نوفمبر,,,,,,,78000,65,1,,,,,,,,
ديسمبر,99000,87.34,1,,,,,,,,,,,,,,
حي/القصر,943840000,61949.47,1,,,,,,,,,,,,,,
نوفمبر,943840000,61949.47,1,,,,,,,,,,,,,,
حي/القيروان,537918764,267433.89029999997,455,948459706,423218.2432,779,486653218,177309.223,284,238438118,63533.30999999999,84,,,,,
يناير,24278715,12643.5,21,113850766,62835.11819999998,102,124834656,67761.09000000001,54,10397029,2205.27,5,,,,,
فبراير,33603791,17534.57,27,154009796,75526.78,111,73636802,24017.315,32,5530500,1292.09,4,,,,,
مارس,28513623,12412.08,24,141487596,66974.86000000002,113,30058713,11994.670000000002,22,147770675,41570.72,57,,,,,
ابريل,73861032,35096.01,49,178941841,78370.52000000002,183,9688000,3467.18,3,74739914,18465.229999999996,18,,,,,
مايو,43793896,21516.5,42,55988020,24619.205,56,10907600,2432.98,8,,,,,,,,
يونيو,10850262,4443.33,8,29954792,12784.125,25,167385027,50230.417999999976,115,,,,,,,,
يوليو,38328058,19791.3598,32,51463411,23104.135000000002,39,11612943,2721.38,20,,,,,,,,
اوغسطس,25657006,10224.935000000001,18,32122892,11946.52,31,12976597,2992.85,11,,,,,,,,
